Table S1. Data for the genome collection employed in this work.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,Length,GC.content,Present.Markers,Completeness,Redundancy,Weighted.completeness,Weighted.redundancy,Contigs,N50,L50,N90,L90,CDs,
GCF_000300335.1,PRJNA224116,SAMN02471160,AMRM00000000.1,representative genome,391937,1231180,Nitratireductor pacificus pht-3B,strain=pht-3B,,latest,Contig,Major,Full,2012-09-28,ASM30033v1,The Third Institute of State Oceanic Administration (SOA),GCA_000300335.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/300/335/GCF_000300335.1_ASM30033v1,,assembly from type material,4466205,65.51,104,0.9905,1.0096,0.9814,1.0003,51,151309,10,64378,26,4236,
GCF_000300515.1,PRJNA224116,SAMN02471165,AMSI00000000.1,representative genome,1231190,721133,Nitratireductor indicus C115,strain=C115,,latest,Contig,Major,Full,2012-10-01,ASM30051v1,The Third Institute of State Oceanic Administration (SOA),GCA_000300515.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/300/515/GCF_000300515.1_ASM30051v1,,assembly from type material,4992479,60.85,104,0.9905,1.0288,0.9814,1.0223,75,260779,7,48076,20,4861,
GCF_000308295.2,PRJNA224116,SAMEA2272295,CAJQ00000000.2,representative genome,1197906,151414,Afipia birgiae 34632,strain=34632,,latest,Scaffold,Major,Full,2014-02-26,Ab_34632,ebi,GCA_000308295.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/308/295/GCF_000308295.2_Ab_34632,,assembly from type material,5334146,60.48,104,0.9905,1.0192,0.9814,1.0274,5,2944842,1,909749,3,5173,
GCF_000312525.1,PRJNA224116,SAMEA2272606,CALU00000000.1,representative genome,928210,928210,Bartonella florencae,strain=R4,,latest,Scaffold,Major,Full,2012-10-03,ASM31252v1,ebi,GCA_000312525.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/312/525/GCF_000312525.1_ASM31252v1,,assembly from type material,2053511,37.28,105,1,1,1,1,89,618824,2,158186,5,1886,
GCF_000312545.1,PRJNA224116,SAMEA2272101,CALV00000000.1,representative genome,929794,1468418,Bartonella senegalensis OS02,strain=OS02,,latest,Scaffold,Major,Full,2012-10-03,ASM31254v1,ebi,GCA_000312545.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/312/545/GCF_000312545.1_ASM31254v1,,assembly from type material,2002317,37.73,104,0.9905,1.0096,0.9814,1.0002,41,1115077,1,139278,4,1699,
GCF_000312565.1,PRJNA224116,SAMEA2272486,CALW00000000.2,representative genome,1205681,481139,Bartonella rattaustraliani AUST/NH4,strain=AUST/NH4,,latest,Contig,Major,Full,2012-12-04,ASM31256v2,ebi,GCA_000312565.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/312/565/GCF_000312565.1_ASM31256v2,,assembly from type material,2158445,38.79,104,0.9905,1,0.9814,1,108,52303,11,8825,47,1943,
GCF_000312605.1,PRJNA224116,SAMEA2271918,CALY00000000.2,na,1094556,270250,Bartonella rattimassiliensis 15908,strain=15908,,latest,Contig,Major,Full,2012-12-04,ASM31260v2,ebi,GCA_000312605.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/312/605/GCF_000312605.1_ASM31260v2,,assembly from type material,2008186,36.78,104,0.9905,1,0.9814,1,93,62317,10,11452,40,1692,
GCF_000314675.2,PRJNA224116,SAMN02596753,AGWX00000000.1,representative genome,883078,56946,Afipia broomeae ATCC 49717,strain=ATCC 49717,,latest,Scaffold,Major,Full,2013-02-06,Afip_broo_ATCC_49717_V1,Broad Institute,GCA_000314675.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/314/675/GCF_000314675.2_Afip_broo_ATCC_49717_V1,,assembly from type material,5261968,61.31,104,0.9905,1.0288,0.9814,1.0381,4,2643477,1,1017137,3,5046,
GCF_000314735.2,PRJNA224116,SAMN02463900,AGWZ00000000.1,representative genome,883080,1035,Afipia felis ATCC 53690,strain=ATCC 53690,,latest,Scaffold,Major,Full,2013-02-06,Afip_feli_felis_ATCC_53690_V1,Broad Institute,GCA_000314735.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/314/735/GCF_000314735.2_Afip_feli_felis_ATCC_53690_V1,,assembly from type material,4203290,60.64,104,0.9905,1.0192,0.9814,1.0442,11,4095224,1,4095224,1,4052,
GCF_000325745.1,PRJNA224116,SAMN02604174,,representative genome,1215343,1273132,Liberibacter crescens BT-1,strain=BT-1,,latest,Complete Genome,Major,Full,2012-12-19,ASM32574v1,University of Florida,GCA_000325745.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/325/745/GCF_000325745.1_ASM32574v1,,assembly from type material,1504659,35.36,104,0.9905,1,0.9814,1,1,1504659,1,1504659,1,1357,
GCF_000330885.1,PRJNA224116,SAMN02604105,,representative genome,698761,398,Rhizobium tropici CIAT 899,strain=CIAT 899,,latest,Complete Genome,Major,Full,2013-01-03,ASM33088v1,Universidad Nacional Autonoma de Mexico,GCA_000330885.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/330/885/GCF_000330885.1_ASM33088v1,,assembly from type material,6686334,59.49,105,1,1.0286,1,1.0376,4,3837060,1,549467,3,6360,
GCF_000336555.1,PRJNA224116,SAMN02463899,AGWY00000000.1,representative genome,883079,1034,Afipia clevelandensis ATCC 49720,strain=ATCC 49720,,latest,Scaffold,Major,Full,2013-02-06,Afip_clev_ATCC49720_G12581_V1,Broad Institute,GCA_000336555.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/336/555/GCF_000336555.1_Afip_clev_ATCC49720_G12581_V1,,assembly from type material,4399548,61.61,104,0.9905,1.0096,0.9814,1.017,1,4399548,1,4399548,1,4200,
GCF_000341355.1,PRJNA224116,SAMN02604270,,representative genome,1094489,388640,Bartonella australis Aust/NH1,strain=Aust/NH1,,latest,Complete Genome,Major,Full,2013-02-20,ASM34135v1,Uppsala University,GCA_000341355.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/341/355/GCF_000341355.1_ASM34135v1,,assembly from type material,1596490,41.84,104,0.9905,1,0.9814,1,1,1596490,1,1596490,1,1367,
GCF_000344805.1,PRJNA224116,SAMD00061052,,representative genome,1245469,44255,Bradyrhizobium oligotrophicum S58,strain=S58,,latest,Complete Genome,Major,Full,2013-02-28,ASM34480v1,Tohoku University,GCA_000344805.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/344/805/GCF_000344805.1_ASM34480v1,,assembly from type material,8264165,65.13,103,0.981,1.0388,0.9813,1.0466,1,8264165,1,8264165,1,7164,
GCF_000350085.1,PRJNA224116,SAMEA2272539,CAUM00000000.1,representative genome,1297569,489722,Mesorhizobium metallidurans STM 2683,strain=STM 2683,,latest,Contig,Major,Full,2013-03-28,ASM35008v1,Genoscope CEA,GCA_000350085.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/350/085/GCF_000350085.1_ASM35008v1,,assembly from type material,6232533,62.45,103,0.981,1.0388,0.9678,1.0789,191,62019,31,14495,113,6061,
GCF_000359745.1,PRJNA224116,SAMN02470251,AQHN00000000.1,representative genome,363754,1353277,Rhizobium freirei PRF 81,strain=PRF 81,,latest,Contig,Major,Full,2013-04-10,Rhizobium sp.,Embrapa,GCA_000359745.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/359/745/GCF_000359745.1_Rhizobium_sp.,,assembly from type material,7083871,59.93,105,1,1.0286,1,1.0121,96,246360,9,60603,30,6658,
GCF_000369945.1,PRJNA224116,SAMN00839704,AQIS00000000.1,na,1169205,235,Brucella abortus 544,strain=544,,latest,Scaffold,Major,Full,2013-04-19,Bruc_abor_544_V1,Broad Institute,GCA_000369945.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/369/945/GCF_000369945.1_Bruc_abor_544_V1,,assembly from type material,3296863,57.09,105,1,1.0095,1,1.0121,3,2130625,1,1165081,2,3123,
GCF_000372845.1,PRJNA224116,SAMN02256431,ARCT00000000.1,na,1132444,173366,Methylocystis rosea SV97,strain=SV97,,latest,Scaffold,Major,Full,2013-04-23,ASM37284v1,DOE Joint Genome Institute,GCA_000372845.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/372/845/GCF_000372845.1_ASM37284v1,,assembly from type material,3912050,62.5,104,0.9905,1.0385,0.9745,1.07,2,3546604,1,3546604,1,3859,
GCF_000373025.1,PRJNA224116,SAMN02441721,ARDC00000000.1,na,1041138,56730,Rhizobium gallicum bv. gallicum R602sp,strain=R602sp,,latest,Scaffold,Major,Full,2013-04-23,ASM37302v1,DOE Joint Genome Institute,GCA_000373025.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/373/025/GCF_000373025.1_ASM37302v1,,assembly from type material,7220242,60.78,103,0.981,1.0194,0.9813,1.0257,38,651976,5,130918,15,6899,
GCF_000374145.1,PRJNA224116,SAMN02441696,ARFG00000000.1,representative genome,1122218,217219,Neomegalonema perideroedes DSM 15528,strain=DSM 15528,,latest,Scaffold,Major,Full,2013-04-23,ASM37414v1,DOE Joint Genome Institute,GCA_000374145.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/145/GCF_000374145.1_ASM37414v1,,assembly from type material,3409949,67.19,104,0.9905,1.0192,0.9814,1.0207,17,1196865,2,120448,5,3034,
GCF_000374525.1,PRJNA224116,SAMN02440442,ARFZ00000000.1,representative genome,1120983,340680,Amorphus coralli DSM 19760,strain=DSM 19760,,latest,Scaffold,Major,Full,2013-04-23,ASM37452v1,DOE Joint Genome Institute,GCA_000374525.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/374/525/GCF_000374525.1_ASM37452v1,,assembly from type material,4317545,67.19,104,0.9905,1.0192,0.9814,1.0232,12,605459,3,234130,7,3895,
GCF_000376125.1,PRJNA224116,SAMN02441730,AQWH00000000.1,na,1122214,293089,Martelella mediterranea DSM 17316,strain=DSM 17316,,latest,Contig,Major,Full,2013-04-20,ASM37612v1,DOE Joint Genome Institute,GCA_000376125.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/376/125/GCF_000376125.1_ASM37612v1,,assembly from type material,5643744,62.41,103,0.981,1.0194,0.9732,1.0296,75,161034,11,41336,39,5194,
GCF_000379145.1,PRJNA224116,SAMN02261261,ARAG00000000.1,representative genome,398525,29448,Bradyrhizobium elkanii USDA 76,strain=USDA 76,,latest,Scaffold,Major,Full,2013-04-23,ASM37914v1,JGI,GCA_000379145.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/379/145/GCF_000379145.1_ASM37914v1,,assembly from type material,9484767,63.7,103,0.981,1.0291,0.9813,1.0539,2,9116505,1,9116505,1,8964,
GCF_000379605.1,PRJNA224116,SAMN02256420,ARBG00000000.1,representative genome,1041139,56731,Rhizobium giardinii bv. giardinii H152,strain=H152,,latest,Scaffold,Major,Full,2013-04-23,ASM37960v1,DOE Joint Genome Institute,GCA_000379605.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/379/605/GCF_000379605.1_ASM37960v1,,assembly from type material,6810126,60.65,105,1,1.0381,1,1.0376,190,311841,8,65419,26,6611,
GCF_000380505.1,PRJNA224116,SAMN02441386,AQYH00000000.1,representative genome,1122132,363259,Kaistia granuli DSM 23481,strain=Ko04,,latest,Contig,Major,Full,2013-04-23,ASM38050v1,DOE Joint Genome Institute,GCA_000380505.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/380/505/GCF_000380505.1_ASM38050v1,,assembly from type material,4766107,65.89,103,0.981,1.0097,0.9813,1.0134,20,396348,5,217866,11,4425,
GCF_000382705.1,PRJNA224116,SAMN02440500,ARQE00000000.1,representative genome,1121028,401562,Aureimonas ureilytica DSM 18598 = NBRC 106430,strain=DSM 18598,,latest,Contig,Major,Full,2013-04-25,ASM38270v1,DOE Joint Genome Institute,GCA_000382705.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/382/705/GCF_000382705.1_ASM38270v1,,assembly from type material,5087183,67.28,104,0.9905,1.0577,0.9814,1.0849,44,452612,4,65421,14,4765,
GCF_000383415.1,PRJNA224116,SAMN02440966,ARTG00000000.1,representative genome,1267005,48292,Hyphomicrobium zavarzinii ATCC 27496,strain=ZV-622,,latest,Scaffold,Major,Full,2013-04-26,ASM38341v1,DOE Joint Genome Institute,GCA_000383415.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/383/415/GCF_000383415.1_ASM38341v1,,assembly from type material,4651795,63.65,104,0.9905,1.0481,0.9814,1.0173,15,666181,3,172986,9,4268,
GCF_000384965.1,PRJNA224116,SAMN02472039,AGWA00000000.1,representative genome,1094491,155194,Bartonella bovis 91-4,strain=91-4,,latest,Chromosome,Major,Full,2013-04-30,BBbMcIrM01,Uppsala University,GCA_000384965.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/384/965/GCF_000384965.1_BBbMcIrM01,,assembly from type material,1624667,37.32,104,0.9905,1,0.9814,1,1,1624667,1,1624667,1,1392,
GCF_000385335.1,PRJNA224116,SAMN02256400,ARWA00000000.1,representative genome,876269,876270,Methyloferula stellata AR4,strain=AR4T,,latest,Contig,Major,Full,2013-04-26,ASM38533v1,DOE Joint Genome Institute,GCA_000385335.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/385/335/GCF_000385335.1_ASM38533v1,,assembly from type material,4235448,59.54,105,1,1,1,1,1,4235448,1,4235448,1,3934,
GCF_000419765.1,PRJNA224116,SAMN02440561,ATTQ00000000.1,na,1079460,57676,Rhizobium mongolense USDA 1844,strain=USDA 1844,,latest,Contig,Major,Full,2013-07-09,ASM41976v1,DOE Joint Genome Institute,GCA_000419765.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/419/765/GCF_000419765.1_ASM41976v1,,assembly from type material,7166346,59.45,105,1,1.0286,1,1.0338,96,300544,9,37399,33,7146,
GCF_000421645.1,PRJNA224116,SAMN02441568,ATXK00000000.1,representative genome,1121027,182270,Aurantimonas coralicida DSM 14790,strain=DSM 14790,,latest,Contig,Major,Full,2013-07-09,ASM42164v1,DOE Joint Genome Institute,GCA_000421645.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/421/645/GCF_000421645.1_ASM42164v1,,assembly from type material,4615647,66.72,104,0.9905,1.0385,0.9814,1.052,38,316167,4,105353,13,4332,
GCF_000421945.1,PRJNA224116,SAMN02469899,ASXY00000000.1,na,1336745,358,Agrobacterium radiobacter DSM 30147,strain=DSM 30147,,latest,Contig,Major,Full,2013-07-10,genome,Huazhong Agricultural University,GCA_000421945.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/421/945/GCF_000421945.1_genome,,assembly from synonym type material,7178893,59.84,70,0.6667,1.5429,0.7077,1.6195,612,23925,73,6203,300,6999,
GCF_000422965.1,PRJNA224116,SAMN02440654,AUHB00000000.1,representative genome,1122963,261934,Pleomorphomonas oryzae DSM 16300,strain=DSM 16300,,latest,Scaffold,Major,Full,2013-07-11,ASM42296v1,DOE Joint Genome Institute,GCA_000422965.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/422/965/GCF_000422965.1_ASM42296v1,,assembly from type material,5230452,62.99,104,0.9905,1.0192,0.9814,1.0383,37,356878,6,139224,16,4851,
GCF_000423225.1,PRJNA224116,SAMN02441508,AUHO00000000.1,representative genome,1122131,166954,Kaistia adipata DSM 17808,strain=DSM 17808,,latest,Scaffold,Major,Full,2013-07-11,ASM42322v1,DOE Joint Genome Institute,GCA_000423225.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/423/225/GCF_000423225.1_ASM42322v1,,assembly from type material,4839203,67.11,104,0.9905,1.0192,0.9814,1.0373,12,962244,2,573137,5,4525,
GCF_000423365.1,PRJNA224116,SAMN02441170,AUHV00000000.1,na,1122213,454601,Maritalea myrionectae DSM 19524,strain=DSM 19524,,latest,Scaffold,Major,Full,2013-07-11,ASM42336v1,DOE Joint Genome Institute,GCA_000423365.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/423/365/GCF_000423365.1_ASM42336v1,,assembly from type material,3539530,52.61,104,0.9905,1,0.9814,1,10,1015795,2,523701,4,3463,
GCF_000425185.1,PRJNA224116,SAMN02440681,AULH00000000.1,representative genome,1122962,257440,Pleomorphomonas koreensis DSM 23070,strain=DSM 23070,,latest,Scaffold,Major,Full,2013-07-11,ASM42518v1,DOE Joint Genome Institute,GCA_000425185.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/425/185/GCF_000425185.1_ASM42518v1,,assembly from type material,4620652,67.18,104,0.9905,1.0385,0.9814,1.0496,73,210737,7,44875,22,4246,
GCF_000426285.1,PRJNA224116,SAMN02441532,AUFB00000000.1,representative genome,1041147,29450,Rhizobium leucaenae USDA 9039,strain=USDA 9039,,latest,Scaffold,Major,Full,2013-07-11,ASM42628v1,DOE Joint Genome Institute,GCA_000426285.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/426/285/GCF_000426285.1_ASM42628v1,,assembly from type material,6679728,59.36,104,0.9905,1.0769,0.9814,1.0622,98,214708,10,34785,39,6472,
GCF_000427445.1,PRJNA224116,SAMN02441570,ATYA00000000.1,representative genome,395964,133552,Methylocapsa acidiphila B2,strain=B2,,latest,Scaffold,Major,Full,2013-07-15,ASM42744v1,Joint Genome Institute,GCA_000427445.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/427/445/GCF_000427445.1_ASM42744v1,,assembly from type material,4103433,61.84,102,0.9714,1,0.9477,1,2,3916740,1,3916740,1,3677,
GCF_000427465.1,PRJNA224116,SAMN02440592,ATYB00000000.1,representative genome,935557,76745,Sinorhizobium arboris LMG 14919,strain=LMG 14919,,latest,Scaffold,Major,Full,2013-07-15,ASM42746v1,JGI,GCA_000427465.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/427/465/GCF_000427465.1_ASM42746v1,,assembly from type material,6850303,62.02,104,0.9905,1.0192,0.9998,1.0252,7,3676556,1,685926,4,6322,
GCF_000429045.1,PRJNA224116,SAMN02441547,AUBC00000000.1,representative genome,1123229,552063,Salinarimonas rosea DSM 21201,strain=DSM 21201,,latest,Scaffold,Major,Full,2013-07-15,ASM42904v1,DOE Joint Genome Institute,GCA_000429045.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/429/045/GCF_000429045.1_ASM42904v1,,assembly from type material,5245321,71.77,105,1,1.019,1,1.0432,56,220202,9,51133,26,4887,
GCF_000429865.1,PRJNA224116,SAMN02441550,AUCR00000000.1,representative genome,422296,1121252,Cucumibacter marinus DSM 18995,strain=DSM 18995,,latest,Scaffold,Major,Full,2013-07-15,ASM42986v1,DOE Joint Genome Institute,GCA_000429865.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/429/865/GCF_000429865.1_ASM42986v1,,assembly from type material,3713661,62.2,104,0.9905,1.0096,0.9814,1.0134,22,437622,4,182889,9,3574,
GCF_000472705.1,PRJNA224116,SAMN02441124,AXAE00000000.1,representative genome,1040983,1777866,Mesorhizobium erdmanii USDA 3471,strain=USDA 3471,,latest,Scaffold,Major,Full,2013-09-30,ASM47270v1,DOE Joint Genome Institute,GCA_000472705.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/472/705/GCF_000472705.1_ASM47270v1,,assembly from type material,7023073,62.61,104,0.9905,1.0288,0.9814,1.0607,50,316419,8,77704,27,6714,
GCF_000472985.1,PRJNA224116,SAMN02441114,AXAV00000000.1,na,1037409,375,Bradyrhizobium japonicum USDA 6,strain=USDA 6,,latest,Scaffold,Major,Full,2013-09-30,ASM47298v1,DOE Joint Genome Institute,GCA_000472985.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/472/985/GCF_000472985.1_ASM47298v1,,assembly from type material,9131141,63.67,104,0.9905,1.0096,0.9814,1.0227,87,328295,8,91243,29,8641,
GCF_000473085.1,PRJNA224116,SAMN02440776,AXBA00000000.1,representative genome,1038858,281091,Azorhizobium doebereinerae UFLA1-100,strain=UFLA1-100,,latest,Scaffold,Major,Full,2013-09-30,ASM47308v1,DOE Joint Genome Institute,GCA_000473085.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/473/085/GCF_000473085.1_ASM47308v1,,assembly from type material,5817514,68.89,104,0.9905,1.0096,0.9814,1.0239,104,174279,12,42826,38,5341,
GCF_000496075.1,PRJNA224116,SAMN02469419,AWXZ00000000.1,representative genome,631454,1358440,Lutibaculum baratangense AMV1,strain=AMV1,,latest,Contig,Major,Full,2013-11-07,LuBa1.0,Centre for Cellular and Molecular Biology,GCA_000496075.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/496/075/GCF_000496075.1_LuBa1.0,,assembly from type material,4300776,68.58,105,1,1.0095,1,1.022,44,224142,7,91308,19,4081,
GCF_000503895.1,PRJNA224116,SAMN02641510,,representative genome,1029756,1427356,Hyphomicrobium nitrativorans NL23,strain=NL23,,latest,Complete Genome,Major,Full,2013-12-04,ASM50389v1,INRS-Institut Armand-Frappier,GCA_000503895.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/503/895/GCF_000503895.1_ASM50389v1,,assembly from type material,3653837,63.88,102,0.9714,1.0098,0.9811,1.0002,1,3653837,1,3653837,1,3423,
GCF_000518085.1,PRJNA224116,SAMN02585012,JACX00000000.1,na,1415777,33045,Bartonella grahamii ATCC 700132,strain=ATCC 700132,,latest,Scaffold,Major,Full,2014-01-13,ASM51808v1,DOE Joint Genome Institute,GCA_000518085.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/518/085/GCF_000518085.1_ASM51808v1,,assembly from type material,2198488,37.89,104,0.9905,1,0.9814,1,66,117680,6,21194,23,1888,
GCF_000518105.1,PRJNA224116,SAMN02585010,JACY00000000.1,na,1408318,33047,Bartonella vinsonii subsp. berkhoffii ATCC 51672,strain=ATCC 51672,,latest,Scaffold,Major,Full,2014-01-13,ASM51810v1,DOE Joint Genome Institute,GCA_000518105.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/518/105/GCF_000518105.1_ASM51810v1,,assembly from type material,1787929,38.85,104,0.9905,1,0.9814,1,64,141204,5,17191,18,1666,
GCF_000518165.1,PRJNA224116,SAMN02585007,JADB00000000.1,na,1094555,807,Bartonella elizabethae F9251 = ATCC 49927,strain=ATCC 49927,,latest,Scaffold,Major,Full,2014-01-13,ASM51816v1,DOE Joint Genome Institute,GCA_000518165.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/518/165/GCF_000518165.1_ASM51816v1,,assembly from type material,1963970,38.23,104,0.9905,1,0.9814,1,39,279953,3,33389,14,1663,
GCF_000518185.1,PRJNA224116,SAMN02585005,JADC00000000.1,na,1408425,56426,Bartonella clarridgeiae ATCC 51734,strain=ATCC 51734,,latest,Scaffold,Major,Full,2014-01-13,ASM51818v1,DOE Joint Genome Institute,GCA_000518185.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/518/185/GCF_000518185.1_ASM51818v1,,assembly from type material,1492589,35.59,104,0.9905,1,0.9814,1,17,254734,3,47924,7,1238,
GCF_000518585.1,PRJNA224116,SAMN02584975,JADW00000000.1,na,1367849,160699,Agrobacterium larrymoorei AF3.10 = ATCC 51759,strain=ATCC 51759,,latest,Scaffold,Major,Full,2014-01-13,ASM51858v1,DOE Joint Genome Institute,GCA_000518585.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/518/585/GCF_000518585.1_ASM51858v1,,assembly from type material,5163333,57.19,105,1,1,1,1,74,152898,10,31718,38,4910,
GCF_000518665.1,PRJNA224116,SAMN02584970,JAEA00000000.1,representative genome,1336243,217168,Microvirga flocculans ATCC BAA-817,strain=ATCC BAA-817,,latest,Scaffold,Major,Full,2014-01-13,ASM51866v1,DOE Joint Genome Institute,GCA_000518665.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/518/665/GCF_000518665.1_ASM51866v1,,assembly from type material,4029781,64.26,105,1,1.0095,1,1.0235,30,282207,6,64579,14,3844,
